id,t,rx,ry,rz,vx,vy,vz,ux,uy,uz
34,32.980176815793165,97.13000000000008,325.16,148.94000000000008,-640,54,115,361,-442,842
34,33.04025357192096,106.20000000000007,324.99,140.39000000000007,-14,-281,-725,585,-852,420
34,33.51495592359253,106.39000000000007,329.06,143.92000000000007,-945,-341,-92,548,-913,-595
34,33.66036443184714,112.96000000000006,330.51,146.04000000000008,-426,-11,-792,-124,843,978
34,33.979258151994344,104.60000000000007,325.65,145.5600000000001,536,-582,-969,-731,690,924
34,34.01063581008736,109.92000000000007,323.81,151.4300000000001,-257,60,260,853,-416,-46
34,34.65672547034033,113.96000000000008,318.18,142.9200000000001,-904,549,55,117,-946,119
34,35.125223876362334,109.60000000000008,325.01,152.4800000000001,-841,389,-493,34,-650,-456
34,35.82276424415724,116.73000000000008,318.90999999999997,160.3000000000001,653,525,-750,-120,-878,-906
34,36.51959701363254,126.42000000000007,325.10999999999996,159.8100000000001,273,-237,-720,756,-769,-601
34,37.004179451472616,116.62000000000008,327.29999999999995,156.29000000000008,-548,-298,49,-196,-370,171
34,37.79424429956883,121.62000000000008,328.99999999999994,157.47000000000008,-26,730,125,-103,-742,-675
34,38.40731698920685,111.71000000000008,332.3299999999999,164.3100000000001,-994,772,52,-58,91,614
34,39.35010484324965,110.81000000000007,331.55999999999995,170.7100000000001,125,734,-628,279,854,616
34,39.4751973374672,120.61000000000007,322.65999999999997,162.10000000000008,540,325,-408,886,212,-297
34,39.81556078740756,127.61000000000007,326.35999999999996,161.8700000000001,-617,-877,694,867,293,812
34,40.034273623909954,129.98000000000008,330.72999999999996,162.9800000000001,405,147,-63,-203,828,-907
34,40.325455678360925,120.68000000000008,339.14,167.2000000000001,-211,543,447,-214,459,-992
34,40.92625913975428,121.73000000000008,334.3,161.7900000000001,989,476,432,910,-580,142
34,41.47847084891105,130.0300000000001,335.66,166.06000000000012,314,-633,-551,-432,111,-277
34,41.63676477360873,138.1800000000001,333.49,169.2600000000001,528,315,907,43,-767,276
34,41.868478351905914,137.1100000000001,334.0,168.8600000000001,184,-759,757,342,-179,505
34,41.989233554312776,141.9700000000001,325.11,159.0000000000001,242,-148,341,430,771,865
34,42.23432941924096,147.2300000000001,331.33000000000004,163.3800000000001,-255,999,819,735,-156,64
34,42.84214416883969,137.8900000000001,326.04,162.1900000000001,12,-976,-686,-50,187,314
35,0.787686856642769,-69,-878,-280,-747,-647,212,-762,-33,755
35,1.1361557529655946,-68.15,-873.81,-279.47,-980,-646,-420,651,-878,80
35,2.0415949817256744,-64.31,-877.92,-276.18,474,-296,-148,457,-561,299
35,2.1093545005436165,-72.27,-873.52,-285.56,-925,919,417,-777,-150,501
35,2.4914443776280817,-70.86,-878.22,-276.84,-789,-495,451,391,-723,225
35,2.658848769124999,-80.84,-873.71,-277.21,-306,96,-424,753,510,-321
35,3.3768750616615204,-79.2,-872.63,-282.2,211,332,-109,-412,210,33
35,3.4234343829699876,-87.42,-878.71,-272.43,986,-890,2,-930,147,-863
35,4.304094191016673,-85.25,-870.94,-263.83,-541,-584,-158,389,-695,-781
35,5.153936575690455,-82.6,-869.8100000000001,-255.24999999999997,-981,585,710,255,693,-721
35,6.121297726830596,-88.00999999999999,-868.84,-246.47999999999996,-844,-461,-661,-589,-135,-967
35,6.447339675155989,-78.96,-876.73,-240.80999999999997,-673,-880,-22,-203,-148,-35
35,6.801845012087143,-88.55,-870.9200000000001,-239.47999999999996,-948,855,833,524,-7,233
35,7.117458656386255,-83.35,-863.8000000000001,-231.58999999999997,724,624,-706,377,-939,-717
35,7.816227294466699,-81.94999999999999,-870.94,-239.08999999999997,-650,-124,-905,105,688,-148
35,8.596246688448781,-88.89999999999999,-876.4300000000001,-232.45999999999998,542,387,-91,293,-391,878
35,8.651333055611294,-81.38999999999999,-882.21,-230.05999999999997,-793,-802,-991,189,439,533
35,8.886212652912505,-75.92999999999999,-884.19,-220.92999999999998,-573,703,-187,568,-289,955
35,9.564643587532608,-79.66999999999999,-875.4300000000001,-217.35999999999999,-589,872,200,-16,-52,82
35,10.144519145267047,-70.35,-880.2500000000001,-211.95,-304,889,-972,14,312,755
35,10.93338804312273,-73.39999999999999,-874.0100000000001,-207.78,888,303,56,-413,-319,975
35,11.138250659352911,-82.16,-868.9500000000002,-210.69,791,-998,221,274,-444,107
